Year,Season,State,District,Crop,Crop_Category,Area_Sown_Current_ha,Area_Sown_Last_Year_ha,Area_Sown_3yr_Avg_ha,Area_Growth_Rate_percent,Production_Last_Year_tons,Production_2yr_Back_tons,Production_3yr_Avg_tons,Production_5yr_Avg_tons,Production_Growth_Rate_percent,Yield_Last_Year_kg_per_ha,Yield_3yr_Avg_kg_per_ha,Total_Rainfall_mm,Rainfall_Deviation_percent,Avg_Temperature_C,Max_Temperature_C,Min_Temperature_C,Avg_Humidity_percent,Extreme_Heat_Days,Extreme_Rain_Days,Drought_Index,Production_tons
2018,Kharif,Rajasthan,Bikaner,Pearl Millet,millets,65427.97,67207.47,67902.37,-2.65,113773.96,113905.57,114519.23,121196.85,1.87,1692.88,1646.07,463.7,0.46,30.36,40.71,21.67,75.46,18,19,0.0,105624.74
2018,Rabi,Rajasthan,Bikaner,Finger Millet,millets,16566.86,15703.95,15830.76,5.49,49944.65,48382.48,51265.53,51313.6,2.93,3180.39,3028.23,302.31,24.73,28.57,38.37,21.08,62.37,21,19,1.552,50415.24
2018,Kharif,Rajasthan,Bikaner,Sorghum,millets,28564.6,25684.97,25361.82,11.21,72792.4,72839.78,71353.07,73600.06,-0.15,2834.05,2930.09,611.39,14.09,26.06,36.19,18.38,61.33,12,9,1.329,81499.1
2018,Kharif,Rajasthan,Bikaner,Foxtail Millet,millets,24984.34,24891.58,25919.86,0.37,24891.54,25449.15,25653.73,26324.89,1.53,1000.0,967.09,801.42,39.06,25.64,31.62,18.35,55.87,9,17,0.805,22791.71
2018,Kharif,Rajasthan,Bikaner,Kodo Millet,millets,66661.12,67990.05,69221.87,-1.95,61408.28,61605.61,63067.37,59569.38,12.55,903.2,909.8,413.97,16.6,24.41,32.79,16.08,61.63,7,19,0.785,59891.63
2018,Kharif,Rajasthan,Bikaner,Barnyard Millet,millets,47463.35,46499.92,48727.0,2.07,33362.88,35633.99,33186.32,33598.29,-4.75,717.48,681.65,327.55,-5.86,27.9,37.66,22.39,75.54,24,19,0.068,32033.4
2018,Rabi,Rajasthan,Bikaner,Little Millet,millets,32914.53,34055.19,33833.67,-3.35,38205.38,40194.92,40034.46,39599.75,12.94,1121.87,1098.78,569.3,-26.37,31.61,43.01,22.05,66.15,16,15,0.0,39718.68
2018,Kharif,Rajasthan,Bikaner,Proso Millet,millets,7762.77,7342.25,7256.82,5.73,7412.72,7635.61,7077.37,7391.5,0.91,1009.6,1055.0,451.24,12.1,33.38,41.14,27.01,53.72,13,17,1.707,7681.89
2018,Kharif,Rajasthan,Nagaur,Pearl Millet,millets,72120.26,73740.95,77767.19,-2.2,133067.58,139186.5,128091.46,133381.72,1.88,1804.53,1822.1,823.35,-20.42,33.32,43.7,27.4,74.2,3,19,0.0,123269.16
2018,Rabi,Rajasthan,Nagaur,Finger Millet,millets,36259.61,37968.26,38534.04,-4.5,87960.33,86395.31,88322.59,91344.47,1.51,2316.68,2339.22,660.47,-7.16,24.96,35.73,18.81,49.01,0,15,1.491,91888.86
2018,Kharif,Rajasthan,Nagaur,Sorghum,millets,28522.28,26560.24,26284.93,7.39,55313.85,58224.68,57523.48,53966.17,9.82,2082.58,2060.59,695.05,36.26,33.31,38.78,24.72,58.89,29,20,0.0,64982.48
2018,Kharif,Rajasthan,Nagaur,Foxtail Millet,millets,43040.0,42099.01,41861.7,2.24,66139.47,68589.34,66916.51,67830.56,9.25,1571.05,1542.96,494.83,-17.33,30.69,36.88,21.48,45.6,27,10,0.0,62420.11
2018,Kharif,Rajasthan,Nagaur,Kodo Millet,millets,44092.5,42676.78,43758.44,3.32,48581.2,45120.19,50603.33,49694.16,7.73,1138.35,1122.79,659.57,-11.92,28.54,35.43,22.39,54.64,6,11,1.317,48160.61
2018,Rabi,Rajasthan,Nagaur,Barnyard Millet,millets,14539.39,13410.12,13564.5,8.42,15122.44,14639.2,15584.85,15532.38,-1.01,1127.69,1103.94,840.78,-15.78,27.33,35.75,19.66,48.89,3,16,0.0,15028.96
2018,Kharif,Rajasthan,Nagaur,Little Millet,millets,56104.17,56628.56,58213.48,-0.93,85525.47,92099.34,84902.2,83279.87,4.49,1510.29,1515.57,405.05,33.95,24.68,35.24,17.28,59.01,0,9,1.482,83628.48
2018,Rabi,Rajasthan,Nagaur,Proso Millet,millets,56505.54,56320.34,55250.28,0.33,76632.86,75512.1,79175.02,75963.91,1.55,1360.66,1323.44,787.3,24.9,24.5,33.08,15.18,54.25,21,15,0.0,73489.87
2018,Kharif,Maharashtra,Pune,Pearl Millet,millets,32433.71,33613.69,34054.95,-3.51,80259.11,85826.08,81001.42,81041.56,13.64,2387.69,2503.96,434.69,26.95,25.37,34.6,19.08,55.04,25,13,0.0,83730.49
2018,Kharif,Maharashtra,Pune,Finger Millet,millets,53142.2,50719.35,52805.27,4.78,135529.18,127119.12,135966.48,138973.03,4.59,2672.14,2692.83,618.78,-13.62,33.31,43.27,27.49,68.17,17,19,0.229,142630.09
2018,Kharif,Maharashtra,Pune,Sorghum,millets,71310.62,72845.16,72592.59,-2.11,165416.06,177005.32,169989.47,165375.38,10.02,2270.79,2361.84,702.0,20.69,29.83,37.89,22.02,75.07,26,15,0.0,168731.87
2018,Kharif,Maharashtra,Pune,Foxtail Millet,millets,32334.94,31139.71,32855.21,3.84,52634.73,55519.84,50273.23,51810.78,3.82,1690.28,1704.44,738.68,12.64,32.97,43.89,23.78,72.8,9,16,0.621,56177.66
2018,Kharif,Maharashtra,Pune,Kodo Millet,millets,75006.57,73047.79,71395.12,2.68,45089.95,43850.28,45453.38,45086.56,14.31,617.27,643.53,786.53,25.29,31.95,38.39,24.47,74.95,16,12,1.946,42639.67
2018,Kharif,Maharashtra,Pune,Barnyard Millet,millets,62936.9,59458.96,58798.54,5.85,77494.82,80619.23,80198.78,76054.02,-3.36,1303.33,1270.2,891.64,4.42,29.39,36.31,19.81,63.06,28,0,1.214,83950.39
2018,Kharif,Maharashtra,Pune,Little Millet,millets,69239.47,67504.59,68985.52,2.57,61256.85,57804.97,63470.93,65083.02,6.7,907.45,882.13,773.59,-23.74,32.29,39.48,24.77,70.03,24,14,1.884,56697.44
2018,Rabi,Maharashtra,Pune,Proso Millet,millets,20902.85,19636.92,19083.11,6.45,27861.93,26176.22,27140.67,28654.58,-4.79,1418.85,1483.91,619.58,29.7,33.85,41.0,25.62,52.61,3,7,1.171,26942.97
2018,Kharif,Maharashtra,Nashik,Pearl Millet,millets,9810.26,9430.31,9848.75,4.03,23350.97,24679.5,23858.11,22750.19,1.55,2476.16,2570.09,479.6,20.02,26.07,31.55,19.35,67.89,25,16,0.489,23704.49
2018,Rabi,Maharashtra,Nashik,Finger Millet,millets,15873.37,15489.57,15327.44,2.48,32415.86,33560.14,32094.76,32238.69,2.06,2092.75,2155.22,336.21,-29.5,27.34,34.59,17.97,70.05,13,2,0.1,36246.16
2018,Kharif,Maharashtra,Nashik,Sorghum,millets,38462.05,38777.21,39884.67,-0.81,126542.28,133029.58,123244.7,128912.97,-1.28,3263.32,3213.3,826.33,-22.91,26.9,34.65,18.51,41.7,4,16,1.733,124799.34
2018,Kharif,Maharashtra,Nashik,Foxtail Millet,millets,17786.11,18628.31,18335.04,-4.52,28192.11,30432.9,28615.43,28501.83,1.86,1513.4,1475.47,406.25,-24.25,32.07,38.87,22.99,67.32,2,1,1.68,27582.13
2018,Kharif,Maharashtra,Nashik,Kodo Millet,millets,63711.74,57242.59,57191.05,11.3,95593.54,93066.24,99151.46,98794.15,0.99,1669.97,1724.79,325.71,-3.87,25.24,31.57,17.44,40.05,15,6,0.0,98793.94
2018,Rabi,Maharashtra,Nashik,Barnyard Millet,millets,20079.11,20639.8,21612.95,-2.72,36054.32,34688.85,35186.0,35948.28,-2.68,1746.83,1791.38,437.95,-7.81,26.11,31.27,19.06,71.89,13,15,0.206,36444.02
2018,Kharif,Maharashtra,Nashik,Little Millet,millets,46743.51,47725.09,48598.09,-2.06,68915.78,73750.74,68978.82,72122.16,12.42,1444.02,1480.75,510.36,29.9,26.37,37.19,19.73,69.94,14,4,1.538,62412.85
2018,Rabi,Maharashtra,Nashik,Proso Millet,millets,68297.96,71619.95,75709.82,-4.64,106473.69,114307.69,111638.93,111678.51,10.15,1486.65,1537.07,792.46,24.3,31.66,36.9,25.13,48.33,16,16,1.703,101682.43
2018,Kharif,Maharashtra,Aurangabad,Pearl Millet,millets,21026.05,20415.98,21001.33,2.99,36230.83,36300.22,37072.47,35920.87,0.68,1774.63,1770.18,308.35,-12.43,26.33,31.38,21.26,76.53,30,11,0.0,39745.6
2018,Rabi,Maharashtra,Aurangabad,Finger Millet,millets,76275.06,77699.35,76261.48,-1.83,134148.58,129094.02,129679.54,130654.27,0.24,1726.51,1753.31,402.23,30.89,32.94,42.22,24.32,54.24,14,4,0.0,138483.71
2018,Kharif,Maharashtra,Aurangabad,Sorghum,millets,9568.73,9971.36,10291.56,-4.04,29635.81,31242.62,28960.44,30421.24,-1.81,2972.09,2933.82,768.47,28.81,30.43,35.85,23.02,64.65,3,20,1.771,26415.42
2018,Kharif,Maharashtra,Aurangabad,Foxtail Millet,millets,28662.18,25778.59,25070.57,11.19,43210.79,43611.93,41702.83,43598.71,0.12,1676.23,1748.86,544.12,-17.17,27.73,39.67,18.52,71.74,5,9,0.0,51238.16
2018,Kharif,Maharashtra,Aurangabad,Kodo Millet,millets,60720.74,57042.29,56216.05,6.45,41048.46,41268.94,41548.67,39962.51,1.11,719.61,721.47,359.53,-3.3,24.5,29.59,16.77,57.95,20,5,0.0,47453.05
2018,Kharif,Maharashtra,Aurangabad,Barnyard Millet,millets,7436.42,7384.81,7689.94,0.7,8633.65,9051.64,8824.83,8435.14,2.21,1169.11,1158.5,626.22,-27.82,27.39,35.72,20.82,42.4,15,7,0.0,9485.68
2018,Kharif,Maharashtra,Aurangabad,Little Millet,millets,7147.4,6949.76,7126.15,2.84,4158.9,4327.01,3965.35,4221.89,-1.8,598.42,575.03,624.32,-3.35,24.41,32.98,14.99,66.2,15,4,0.0,3870.79
2018,Rabi,Maharashtra,Aurangabad,Proso Millet,millets,31781.39,28716.0,29853.52,10.67,40714.4,42618.84,42745.21,39944.73,-1.66,1417.83,1461.46,878.65,3.18,24.06,30.86,17.84,42.15,4,7,1.279,43196.31
2018,Kharif,Maharashtra,Solapur,Pearl Millet,millets,70605.76,63988.89,63126.96,10.34,91552.71,93719.88,87116.03,91940.17,-0.71,1430.76,1443.31,753.2,-20.07,31.33,42.88,22.67,63.33,9,14,1.394,100503.85
2018,Kharif,Maharashtra,Solapur,Finger Millet,millets,31655.25,33187.07,34205.79,-4.62,73513.77,74990.04,72159.69,72959.83,-2.39,2215.13,2194.97,690.93,12.19,27.0,35.9,17.15,67.09,8,11,1.481,68144.43
2018,Kharif,Maharashtra,Solapur,Sorghum,millets,44094.53,45503.74,44290.38,-3.1,90088.62,91169.28,86579.13,95990.17,5.74,1979.81,2063.39,354.55,26.38,29.4,37.24,20.62,51.42,19,17,1.655,83026.25
2018,Kharif,Maharashtra,Solapur,Foxtail Millet,millets,50646.26,46700.19,49116.79,8.45,66147.75,65314.83,64255.22,66672.76,-3.82,1416.43,1346.98,615.31,-8.16,26.59,35.17,20.43,72.83,17,2,1.93,66134.93
2018,Kharif,Maharashtra,Solapur,Kodo Millet,millets,7436.46,7439.68,7783.19,-0.04,5630.01,5573.43,5373.07,5688.38,9.74,756.76,776.74,859.97,23.8,33.42,39.84,25.38,69.21,4,6,1.356,6167.43
2018,Rabi,Maharashtra,Solapur,Barnyard Millet,millets,47194.63,45524.93,45267.16,3.67,83468.08,77312.45,80611.14,82833.74,14.31,1833.46,1817.0,464.59,-16.88,31.14,36.21,25.81,46.66,23,15,1.059,90726.83
2018,Kharif,Maharashtra,Solapur,Little Millet,millets,32134.62,31945.97,33513.83,0.59,42727.7,39323.01,40679.42,43789.67,2.54,1337.5,1376.72,746.27,39.58,28.53,37.69,20.47,40.13,16,18,1.304,43565.64
2018,Kharif,Maharashtra,Solapur,Proso Millet,millets,13679.4,14098.86,14688.88,-2.98,8818.23,9460.12,9127.21,8892.73,10.06,625.46,633.45,792.24,-20.28,28.94,40.48,20.23,63.28,17,18,1.18,8966.58
2018,Kharif,Maharashtra,Ahmednagar,Pearl Millet,millets,52154.26,51333.19,52296.2,1.6,121807.94,117914.02,127764.25,129737.09,13.86,2372.89,2459.88,628.57,3.6,26.58,33.29,21.33,76.85,26,18,0.545,128317.81
2018,Kharif,Maharashtra,Ahmednagar,Finger Millet,millets,41402.27,37592.15,38910.55,10.14,72001.81,71375.9,75094.79,73610.27,-3.3,1915.34,1837.28,662.48,15.2,30.94,38.25,25.24,62.93,25,9,0.0,71657.74
2018,Kharif,Maharashtra,Ahmednagar,Sorghum,millets,57269.92,52694.15,54265.79,8.68,100977.96,96186.81,103630.04,100753.12,3.22,1916.3,1906.05,525.04,10.23,29.97,36.96,20.52,50.93,12,13,0.325,114490.07
2018,Kharif,Maharashtra,Ahmednagar,Foxtail Millet,millets,12691.94,12161.79,12089.18,4.36,19127.51,17646.38,18437.55,20026.49,13.2,1572.75,1602.44,391.32,-20.36,26.22,34.35,16.61,51.56,0,4,1.883,19526.48
2018,Kharif,Maharashtra,Ahmednagar,Kodo Millet,millets,7593.26,7526.05,7901.24,0.89,9003.09,9275.1,9367.57,9153.95,10.79,1196.26,1179.33,882.56,-1.19,25.6,37.11,18.88,58.18,0,9,0.0,9301.05
2018,Kharif,Maharashtra,Ahmednagar,Barnyard Millet,millets,46673.31,46374.54,47274.46,0.64,70672.12,75627.85,71579.14,74108.92,14.49,1523.94,1500.47,310.74,16.59,32.92,38.72,27.76,58.59,5,7,0.0,70081.44
2018,Kharif,Maharashtra,Ahmednagar,Little Millet,millets,8778.22,9033.66,8959.65,-2.83,5941.05,5548.14,5697.3,6285.02,13.15,657.66,637.96,842.45,9.75,33.9,43.29,28.56,43.58,0,20,1.713,6288.59
2018,Rabi,Maharashtra,Ahmednagar,Proso Millet,millets,6304.61,5864.63,5918.41,7.5,5616.04,6025.53,5768.74,5857.82,14.47,957.61,934.49,529.1,-26.78,32.75,42.34,23.28,79.14,13,7,1.556,5795.69
2018,Kharif,Karnataka,Bidar,Pearl Millet,millets,63832.77,66891.31,68629.38,-4.57,115898.16,106753.21,115889.12,121038.49,7.52,1732.63,1681.51,739.13,4.43,25.49,32.13,17.7,56.87,15,13,0.604,103148.5
2018,Rabi,Karnataka,Bidar,Finger Millet,millets,66545.69,61764.67,60613.35,7.74,140825.95,151026.57,139336.59,150498.8,5.19,2280.04,2359.23,722.16,-2.88,27.51,37.4,20.51,46.11,4,8,1.951,165576.28
2018,Kharif,Karnataka,Bidar,Sorghum,millets,52901.82,51605.09,54691.13,2.51,167660.39,166104.45,173633.45,167150.08,7.47,3248.91,3240.24,797.92,16.37,29.78,39.26,22.97,41.46,29,3,1.419,165112.15
2018,Kharif,Karnataka,Bidar,Foxtail Millet,millets,53059.49,47421.9,50154.34,11.89,45082.33,43734.96,44053.89,44674.22,-3.93,950.66,972.16,827.22,22.77,29.48,41.11,23.72,53.45,20,13,1.53,51497.05
2018,Kharif,Karnataka,Bidar,Kodo Millet,millets,59980.0,61340.75,60918.11,-2.22,94635.63,87325.09,93686.14,98335.47,11.02,1542.79,1564.82,352.76,-21.34,30.71,39.99,21.84,61.87,2,16,0.0,87892.4
2018,Rabi,Karnataka,Bidar,Barnyard Millet,millets,22249.44,22512.63,23209.29,-1.17,37072.58,37075.21,38422.03,38949.54,9.48,1646.75,1651.4,466.34,26.1,29.37,41.32,22.34,74.65,0,11,1.54,38958.86
2018,Kharif,Karnataka,Bidar,Little Millet,millets,18209.24,18630.86,19544.42,-2.26,15689.09,16081.98,15342.31,16476.92,-1.27,842.1,872.69,371.08,-1.9,27.11,37.32,19.47,40.17,30,7,0.49,14108.79
2018,Rabi,Karnataka,Bidar,Proso Millet,millets,8606.18,8965.35,8828.04,-4.01,15236.2,14508.87,15380.44,15618.26,6.84,1699.45,1717.19,874.78,-24.39,32.08,37.3,27.01,51.91,29,15,1.44,13867.3
2018,Kharif,Karnataka,Kalaburagi,Pearl Millet,millets,63372.56,61265.93,59973.29,3.44,154158.39,160618.92,155002.8,150236.4,9.98,2516.22,2613.0,754.6,31.89,25.56,37.47,18.78,68.61,24,1,1.165,151753.11
2018,Rabi,Karnataka,Kalaburagi,Finger Millet,millets,72382.32,68405.08,71410.3,5.81,140826.66,137777.11,133918.06,138298.54,-0.88,2058.72,2045.86,434.07,7.11,31.06,36.22,21.45,62.32,21,14,0.568,134216.42
2018,Kharif,Karnataka,Kalaburagi,Sorghum,millets,15772.95,15320.14,15909.05,2.96,46199.41,45962.48,48257.56,45302.14,-4.45,3015.6,3072.97,366.64,13.09,33.76,39.84,24.29,67.07,28,18,0.901,46463.29
2018,Kharif,Karnataka,Kalaburagi,Foxtail Millet,millets,44442.02,41084.13,41831.56,8.17,56786.39,59852.87,54176.02,60070.38,6.19,1382.2,1327.74,841.76,-17.26,26.87,31.97,18.25,61.96,25,11,0.397,67205.3
2018,Kharif,Karnataka,Kalaburagi,Kodo Millet,millets,7205.17,7360.84,7310.2,-2.11,12084.67,11493.3,12408.58,11979.88,2.91,1641.75,1590.24,882.17,-21.49,29.85,40.38,22.93,66.76,12,17,0.057,11724.75
2018,Rabi,Karnataka,Kalaburagi,Barnyard Millet,millets,52415.91,54978.63,57291.93,-4.66,83495.41,81578.45,82968.81,86752.51,-0.08,1518.69,1571.8,848.63,-4.47,31.49,42.63,25.78,52.87,23,3,1.516,85886.52
2018,Kharif,Karnataka,Kalaburagi,Little Millet,millets,32448.75,34129.64,35955.47,-4.92,25233.55,24684.38,26442.81,26886.33,7.98,739.34,759.07,835.67,-19.04,32.49,42.41,24.01,64.8,27,7,0.734,22976.27
2018,Rabi,Karnataka,Kalaburagi,Proso Millet,millets,42218.33,42754.19,41510.89,-1.25,68584.66,71202.84,69275.22,72078.97,11.28,1604.16,1574.71,437.18,-19.68,27.68,33.18,20.3,54.59,25,17,1.967,70410.83
2018,Kharif,Karnataka,Raichur,Pearl Millet,millets,38323.7,35320.99,34995.97,8.5,91424.06,93098.43,89869.8,91514.19,-3.19,2588.38,2459.77,310.25,-21.71,31.61,43.0,24.51,70.75,4,15,0.517,105314.32
2018,Rabi,Karnataka,Raichur,Finger Millet,millets,67143.75,69164.2,70030.23,-2.92,168627.6,163796.8,173094.86,178142.03,-2.26,2438.08,2504.01,843.5,33.53,27.3,32.98,21.12,54.88,18,15,0.52,158507.85
2018,Kharif,Karnataka,Raichur,Sorghum,millets,24812.0,24469.8,25803.4,1.4,45943.14,47203.43,46395.95,45303.5,9.69,1877.54,1787.21,477.38,-9.51,31.58,42.48,24.73,51.21,24,14,0.406,42268.81
2018,Kharif,Karnataka,Raichur,Foxtail Millet,millets,9527.23,9849.34,9962.24,-3.27,8602.17,8602.23,8277.44,8674.66,0.27,873.38,886.68,618.94,14.89,26.3,35.95,20.99,43.91,10,9,1.936,8370.9
2018,Kharif,Karnataka,Raichur,Kodo Millet,millets,69613.99,63223.75,63014.2,10.11,43464.76,42085.81,44971.58,45228.03,8.43,687.48,679.45,397.2,-17.91,26.6,36.86,18.17,56.11,4,14,0.0,48012.9
2018,Rabi,Karnataka,Raichur,Barnyard Millet,millets,81873.78,79777.38,80461.47,2.63,68874.05,68271.48,71576.45,71513.25,-2.12,863.33,901.8,815.8,19.45,33.43,39.89,25.69,76.83,15,13,1.075,68678.41
2018,Kharif,Karnataka,Raichur,Little Millet,millets,22193.83,21341.61,22088.21,3.99,30294.1,30814.58,30010.66,31420.5,-4.4,1419.49,1385.88,851.11,6.63,27.93,37.69,22.05,67.76,24,11,1.332,29989.79
2018,Rabi,Karnataka,Raichur,Proso Millet,millets,68401.1,64115.51,67636.93,6.68,81066.53,76459.23,78634.65,82024.09,-3.32,1264.38,1315.57,657.71,1.46,33.52,43.95,26.94,67.27,23,10,0.234,78835.94
2018,Kharif,Karnataka,Vijayapura,Pearl Millet,millets,42602.3,40526.75,41001.06,5.12,94714.57,92354.47,91482.77,99928.97,6.73,2337.09,2421.84,444.74,24.69,26.6,37.51,19.21,74.41,23,4,0.366,93715.7
2018,Kharif,Karnataka,Vijayapura,Finger Millet,millets,56793.1,57962.49,59580.33,-2.02,134452.52,125985.6,128738.44,136668.15,2.42,2319.65,2409.42,555.56,-21.55,28.92,36.88,23.63,51.78,19,17,0.116,126179.21
2018,Kharif,Karnataka,Vijayapura,Sorghum,millets,69054.18,67786.23,69129.16,1.87,125746.8,119222.48,120761.76,127316.51,6.57,1855.05,1800.76,813.89,-17.46,24.3,30.56,17.23,78.44,18,17,0.0,140828.97
2018,Kharif,Karnataka,Vijayapura,Foxtail Millet,millets,70447.11,71786.26,72200.96,-1.87,100109.3,93340.82,99331.48,97359.03,-3.57,1394.55,1389.6,832.24,-28.65,26.16,38.14,19.16,47.76,28,1,1.665,101881.67
2018,Kharif,Karnataka,Vijayapura,Kodo Millet,millets,75564.74,75602.17,74683.27,-0.05,62122.27,65453.33,60156.35,65954.1,2.53,821.7,799.01,367.88,26.58,25.6,32.55,18.38,79.16,29,17,0.0,58642.86
2018,Kharif,Karnataka,Vijayapura,Barnyard Millet,millets,65368.76,60607.47,60562.54,7.86,46851.92,49707.84,47394.38,48317.2,14.73,773.04,759.51,719.33,-14.67,30.05,35.94,21.54,79.65,15,5,0.623,46358.66
2018,Kharif,Karnataka,Vijayapura,Little Millet,millets,65853.49,66668.48,68581.84,-1.22,55222.28,57629.13,56973.4,53894.18,11.61,828.31,846.41,571.54,15.21,32.24,40.42,26.41,65.78,11,6,0.764,51981.04
2018,Rabi,Karnataka,Vijayapura,Proso Millet,millets,7246.85,6754.62,6859.38,7.29,8110.57,7852.79,7707.31,8474.08,14.87,1200.74,1231.19,807.89,-28.48,24.45,29.52,15.87,44.13,30,5,0.785,8120.18
2018,Kharif,Karnataka,Dharwad,Pearl Millet,millets,69393.54,62873.54,65381.99,10.37,170462.39,180884.24,165999.63,165903.79,0.18,2711.19,2730.83,320.76,-14.24,32.99,40.43,27.03,48.25,0,5,0.0,171855.36
2018,Kharif,Karnataka,Dharwad,Finger Millet,millets,72553.69,65719.06,68510.97,10.4,137016.96,147395.73,131721.56,145028.84,-0.48,2084.89,2051.04,497.14,20.25,32.97,39.56,25.95,60.17,17,17,0.0,159839.2
2018,Kharif,Karnataka,Dharwad,Sorghum,millets,55841.34,51783.62,51374.75,7.84,170251.6,164654.91,165932.14,180792.5,6.84,3287.75,3166.85,787.11,-28.13,29.64,39.83,19.64,49.22,4,8,1.258,168554.88
2018,Kharif,Karnataka,Dharwad,Foxtail Millet,millets,68123.09,70977.79,73831.58,-4.02,120777.8,118706.64,125701.6,124542.79,7.3,1701.63,1778.44,370.74,-13.01,28.96,35.35,21.56,52.36,11,8,0.0,125342.51
2018,Kharif,Karnataka,Dharwad,Kodo Millet,millets,35525.12,33794.81,35417.86,5.12,46268.5,46759.74,48127.04,46462.35,14.72,1369.1,1314.03,379.46,-2.31,24.76,31.36,17.35,49.28,12,4,1.832,52090.45
2018,Rabi,Karnataka,Dharwad,Barnyard Millet,millets,39524.36,40508.94,42403.72,-2.43,58959.4,58003.24,58270.14,62481.04,-2.16,1455.47,1386.39,672.49,-21.57,32.09,38.69,27.06,63.72,21,17,1.707,55402.56
2018,Kharif,Karnataka,Dharwad,Little Millet,millets,24843.12,25286.16,26132.32,-1.75,14389.7,14829.64,14907.81,14468.3,1.36,569.07,556.04,731.88,-20.23,29.82,35.55,23.63,73.65,16,14,0.455,14395.67
2018,Kharif,Karnataka,Dharwad,Proso Millet,millets,25870.07,24569.62,24113.03,5.29,33455.64,32124.5,32222.1,35699.67,5.03,1361.67,1325.75,791.18,13.98,30.75,40.66,23.06,44.38,5,0,0.0,35527.46
2018,Kharif,Andhra Pradesh,Anantapur,Pearl Millet,millets,42927.0,41947.86,43083.15,2.33,106011.63,100893.8,102926.37,105317.03,-1.6,2527.22,2549.86,634.91,-5.2,27.58,36.9,22.29,53.61,22,17,0.997,118467.61
2018,Rabi,Andhra Pradesh,Anantapur,Finger Millet,millets,9656.49,9299.75,9553.53,3.84,26369.8,25776.07,26441.77,26085.28,9.78,2835.54,2742.47,764.9,18.96,31.11,39.45,24.08,46.88,23,16,0.0,27284.17
2018,Kharif,Andhra Pradesh,Anantapur,Sorghum,millets,58866.84,54384.66,54526.99,8.24,183317.76,193943.26,185841.09,183663.9,2.46,3370.76,3467.08,535.07,8.88,25.73,36.81,20.68,44.25,5,11,1.188,204922.11
2018,Kharif,Andhra Pradesh,Anantapur,Foxtail Millet,millets,51542.95,52672.22,55277.55,-2.14,61091.92,57886.82,60549.35,62857.36,0.04,1159.85,1122.77,307.63,29.58,25.7,31.83,16.08,43.49,18,18,0.0,53940.76
2018,Kharif,Andhra Pradesh,Anantapur,Kodo Millet,millets,6425.14,6008.36,6053.87,6.94,4832.45,4982.16,4610.04,4885.57,-5.0,804.29,837.95,835.11,27.96,24.53,33.59,17.37,47.4,15,9,0.941,4670.3
2018,Kharif,Andhra Pradesh,Anantapur,Barnyard Millet,millets,48968.19,51089.24,53052.26,-4.15,71009.19,68118.95,72876.84,72704.49,-1.45,1389.9,1342.69,801.81,-23.44,33.5,40.05,24.24,67.79,13,0,1.795,63209.27
2018,Rabi,Andhra Pradesh,Anantapur,Little Millet,millets,54673.61,54430.69,54174.25,0.45,33855.18,34857.77,33577.52,35685.2,4.48,621.99,618.0,377.88,-10.3,31.09,41.08,24.32,40.59,10,7,0.389,31965.12
2018,Rabi,Andhra Pradesh,Anantapur,Proso Millet,millets,12823.53,11759.88,12104.6,9.04,18147.01,18650.18,17612.73,19176.57,-1.04,1543.13,1529.3,307.46,35.58,30.17,37.15,24.71,57.41,4,6,1.146,19349.41
2018,Kharif,Andhra Pradesh,Kurnool,Pearl Millet,millets,27986.81,25701.63,25199.61,8.89,61637.28,61240.5,61414.91,63846.93,2.77,2398.19,2365.09,870.61,32.6,31.52,39.47,23.06,71.6,19,9,0.0,73489.4
2018,Rabi,Andhra Pradesh,Kurnool,Finger Millet,millets,77212.8,70999.96,71894.87,8.75,210102.49,196658.85,211163.07,204214.85,-3.27,2959.19,3061.65,671.83,9.52,25.72,35.61,20.52,46.75,17,7,0.336,217822.08
2018,Kharif,Andhra Pradesh,Kurnool,Sorghum,millets,27069.35,25048.93,24676.7,8.07,56528.83,55881.24,55597.46,55943.02,11.48,2256.74,2273.12,569.18,23.26,24.11,31.62,17.64,61.44,23,7,0.136,64278.0
2018,Kharif,Andhra Pradesh,Kurnool,Foxtail Millet,millets,38043.04,36351.62,36179.99,4.65,49479.38,47087.42,49152.19,51488.72,-3.74,1361.13,1294.72,874.37,11.69,26.27,37.39,18.14,52.52,23,8,0.0,50650.86
2018,Kharif,Andhra Pradesh,Kurnool,Kodo Millet,millets,26009.11,25889.53,26487.5,0.46,16030.91,16795.47,16161.64,15903.26,5.67,619.2,604.46,556.4,-8.67,32.46,41.91,23.78,51.74,14,16,1.869,16177.58
2018,Rabi,Andhra Pradesh,Kurnool,Barnyard Millet,millets,20057.05,20920.9,21663.52,-4.13,16712.14,17387.16,17285.77,17820.19,2.03,798.83,792.09,837.66,29.44,25.31,36.45,16.54,56.17,29,2,0.103,15371.38
2018,Kharif,Andhra Pradesh,Kurnool,Little Millet,millets,47863.74,43960.04,45594.87,8.88,49603.57,53082.83,47863.25,50473.51,8.92,1128.38,1137.05,366.0,24.39,27.08,32.37,19.81,73.65,17,12,0.0,59153.19
2018,Rabi,Andhra Pradesh,Kurnool,Proso Millet,millets,39481.23,35892.31,34923.0,10.0,57046.08,54562.46,55608.4,56857.88,3.5,1589.37,1590.83,426.76,-2.25,30.45,40.11,25.33,56.18,22,3,0.644,58177.46
