Year,District,Crop,Predicted_Production_tons,Predicted_Demand_tons,Supply_Demand_Gap_tons,Supply_Demand_Gap_percent,Production_to_Demand_Ratio,Production_Growth_percent,Demand_Growth_percent,Avg_Mandi_Price_Current,Price_Change_percent,Mandi_Arrival_Growth_percent,Buffer_Stock_Level_tons,Oversupply_Risk_Level
2017,Pune,Proso Millet,261012.29,297676.3,-36664.01,-12.32,0.8768,13.99,5.8,1509.92,13.4,18.63,24621.25,0
2017,Nashik,Pearl Millet,191810.97,233533.9,-41722.93,-17.87,0.8213,2.05,8.64,2701.84,2.13,23.56,5442.68,0
2017,Nashik,Finger Millet,183656.57,225982.58,-42326.0,-18.73,0.8127,-5.75,4.19,3799.52,2.67,-3.82,2927.23,0
2017,Nashik,Sorghum,146040.92,123477.83,22563.09,18.27,1.1827,11.48,12.93,3391.85,-7.43,-7.03,32006.77,2
2017,Nashik,Foxtail Millet,233831.05,191734.79,42096.26,21.96,1.2196,-2.59,9.39,3278.84,-2.88,-7.8,27487.05,2
2017,Nashik,Kodo Millet,126932.72,129086.77,-2154.05,-1.67,0.9833,15.36,3.99,4487.5,-18.7,-8.04,39601.15,0
2017,Nashik,Barnyard Millet,60703.63,49114.92,11588.71,23.6,1.236,14.6,8.35,2875.11,3.73,20.6,8298.73,2
2017,Nashik,Little Millet,194836.43,236221.23,-41384.8,-17.52,0.8248,-6.97,-2.17,3461.49,-3.51,22.13,3244.28,0
2017,Nashik,Proso Millet,225324.2,183699.81,41624.4,22.66,1.2266,-3.18,-4.0,2422.01,7.78,5.97,9363.78,2
2017,Aurangabad,Pearl Millet,197760.62,229184.8,-31424.18,-13.71,0.8629,-5.02,4.94,3897.53,-12.28,18.16,21884.36,0
2017,Aurangabad,Finger Millet,252880.26,313848.77,-60968.51,-19.43,0.8057,11.0,1.48,4427.56,0.16,-5.19,41984.93,0
2017,Aurangabad,Sorghum,248275.42,281076.06,-32800.64,-11.67,0.8833,8.61,1.71,1862.24,-15.06,4.53,35118.49,0
2017,Aurangabad,Foxtail Millet,188351.93,182575.29,5776.64,3.16,1.0316,17.92,-4.19,1799.9,9.66,11.44,39105.42,0
2017,Aurangabad,Kodo Millet,53907.58,53556.31,351.28,0.66,1.0066,-7.82,-1.41,1767.42,2.81,21.04,21394.89,0
2017,Aurangabad,Barnyard Millet,251852.95,286175.81,-34322.86,-11.99,0.8801,11.39,-0.88,3419.48,-1.69,4.42,46966.39,0
2017,Aurangabad,Little Millet,202634.5,155787.55,46846.95,30.07,1.3007,-2.96,5.0,4350.89,1.95,17.39,18044.82,2
2017,Aurangabad,Proso Millet,51142.51,44382.47,6760.04,15.23,1.1523,-4.71,5.6,1787.05,-7.33,16.64,27446.42,2
2017,Solapur,Pearl Millet,104819.03,118986.97,-14167.93,-11.91,0.8809,10.46,0.53,2081.16,7.88,13.98,48460.12,0
2017,Solapur,Finger Millet,168603.21,141316.79,27286.42,19.31,1.1931,10.76,-4.14,3434.58,-10.02,5.21,17380.44,2
2017,Solapur,Sorghum,251288.42,283755.89,-32467.47,-11.44,0.8856,-6.79,9.81,4274.58,-13.84,17.49,24768.01,0
2017,Solapur,Foxtail Millet,79016.27,94625.11,-15608.84,-16.5,0.835,12.2,6.85,2477.92,-13.04,13.69,16958.56,0
2017,Solapur,Kodo Millet,244743.82,223467.29,21276.53,9.52,1.0952,-5.25,9.75,4109.66,-6.86,-2.28,24078.52,1
2017,Solapur,Barnyard Millet,171101.93,204508.63,-33406.7,-16.34,0.8366,-3.94,13.56,2864.97,-6.44,-5.23,36271.24,0
2017,Solapur,Little Millet,208005.28,257464.35,-49459.07,-19.21,0.8079,-2.34,-2.46,3576.63,-17.91,-5.22,42730.92,0
2017,Solapur,Proso Millet,164644.73,137577.25,27067.49,19.67,1.1967,1.62,12.73,3310.91,7.63,12.33,30964.88,2
2017,Ahmednagar,Pearl Millet,92483.87,114223.86,-21739.99,-19.03,0.8097,15.94,-3.27,4070.92,-2.88,24.85,29987.46,0
2017,Ahmednagar,Finger Millet,259247.26,230622.58,28624.67,12.41,1.1241,12.44,9.72,2239.96,-8.54,10.28,44699.31,1
2017,Ahmednagar,Sorghum,197942.91,163200.93,34741.98,21.29,1.2129,8.06,-4.9,4440.55,-18.6,6.47,38661.71,2
2017,Ahmednagar,Foxtail Millet,58405.14,59313.97,-908.83,-1.53,0.9847,5.42,10.96,3963.87,-4.16,-1.58,28365.86,0
2017,Ahmednagar,Kodo Millet,53105.75,59260.34,-6154.59,-10.39,0.8961,18.6,-2.35,2387.37,2.67,-6.82,24509.36,0
2017,Ahmednagar,Barnyard Millet,126209.15,139038.59,-12829.44,-9.23,0.9077,16.02,9.95,1573.24,-4.08,17.01,43835.75,0
2017,Ahmednagar,Little Millet,151340.09,173273.72,-21933.62,-12.66,0.8734,2.37,4.29,3400.21,10.11,-7.53,44778.29,0
2017,Ahmednagar,Proso Millet,133226.53,102099.1,31127.44,30.49,1.3049,3.93,0.4,4338.29,-1.01,17.81,39596.9,2
2017,Bidar,Pearl Millet,70239.76,83615.07,-13375.31,-16.0,0.84,12.6,-3.9,4335.97,3.61,21.08,6437.36,0
2017,Bidar,Finger Millet,141397.71,149820.31,-8422.6,-5.62,0.9438,2.24,-1.49,3176.37,-17.65,14.83,11030.92,0
2017,Bidar,Sorghum,295312.91,256720.34,38592.57,15.03,1.1503,-4.82,4.57,4317.44,0.3,23.57,11279.9,2
2017,Bidar,Foxtail Millet,236254.18,203820.88,32433.3,15.91,1.1591,1.88,0.35,3540.68,-10.3,-7.78,17916.1,2
2017,Bidar,Kodo Millet,171556.73,173845.52,-2288.79,-1.32,0.9868,-4.56,9.2,3534.92,-1.35,0.23,31426.61,0
2017,Bidar,Barnyard Millet,249975.97,305641.28,-55665.31,-18.21,0.8179,14.65,13.82,1696.88,11.22,6.03,4928.35,0
2017,Bidar,Little Millet,274486.46,245442.05,29044.42,11.83,1.1183,18.79,-2.81,2327.83,4.4,7.37,43874.66,1
2017,Bidar,Proso Millet,180171.91,191637.71,-11465.8,-5.98,0.9402,0.21,14.39,3124.3,-15.38,2.13,22749.14,0
2017,Kalaburagi,Pearl Millet,211171.11,189158.3,22012.81,11.64,1.1164,-6.24,12.44,2196.98,13.16,12.56,21172.89,1
2017,Kalaburagi,Finger Millet,135698.12,145607.56,-9909.44,-6.81,0.9319,1.14,6.87,3590.59,9.47,5.58,15900.03,0
2017,Kalaburagi,Sorghum,82988.56,94994.86,-12006.3,-12.64,0.8736,-3.19,0.2,2952.73,13.98,16.94,3318.63,0
2017,Kalaburagi,Foxtail Millet,138280.22,135232.98,3047.24,2.25,1.0225,-3.34,13.48,3635.44,-10.02,24.06,42127.25,0
2017,Kalaburagi,Kodo Millet,223214.82,241781.38,-18566.56,-7.68,0.9232,-3.7,-0.24,1623.45,-8.92,-5.57,13759.95,0
2017,Kalaburagi,Barnyard Millet,96124.15,99127.41,-3003.27,-3.03,0.9697,-7.03,1.34,2531.54,-6.95,8.9,8967.28,0
2017,Kalaburagi,Little Millet,125389.94,151749.04,-26359.1,-17.37,0.8263,3.33,4.99,1936.15,-3.97,1.21,1210.42,0
2017,Kalaburagi,Proso Millet,234623.75,290417.39,-55793.65,-19.21,0.8079,1.28,9.11,2921.73,-9.86,23.04,49053.8,0
2017,Raichur,Pearl Millet,193431.9,159299.24,34132.66,21.43,1.2143,7.83,13.14,2826.32,4.12,15.61,45108.55,2
2017,Raichur,Finger Millet,84855.82,87017.95,-2162.13,-2.48,0.9752,0.63,3.03,4022.63,-4.39,-6.76,3696.65,0
2017,Raichur,Sorghum,210328.16,219102.15,-8773.99,-4.0,0.96,-1.78,13.71,2333.78,-19.21,8.84,22827.45,0
2017,Raichur,Foxtail Millet,217889.44,172936.34,44953.1,25.99,1.2599,6.33,-1.11,2453.27,1.18,23.02,45513.9,2
2017,Raichur,Kodo Millet,140266.22,115575.57,24690.65,21.36,1.2136,15.91,2.39,2618.49,-10.04,2.3,48898.66,2
2017,Raichur,Barnyard Millet,268575.43,213195.0,55380.44,25.98,1.2598,12.38,3.88,4477.79,8.13,0.1,40477.97,2
2017,Raichur,Little Millet,292590.17,281447.19,11142.97,3.96,1.0396,17.1,-2.21,3261.54,-16.99,-2.73,24256.04,0
2017,Raichur,Proso Millet,266881.45,331818.83,-64937.38,-19.57,0.8043,-6.15,14.2,3768.34,-16.9,4.33,45806.11,0
2017,Vijayapura,Pearl Millet,153628.5,157915.8,-4287.3,-2.71,0.9729,11.89,10.1,1910.78,-13.49,3.36,28139.48,0
2017,Vijayapura,Finger Millet,60558.23,70436.74,-9878.51,-14.02,0.8598,15.37,1.08,3177.84,-3.78,-9.06,1119.89,0
2017,Vijayapura,Sorghum,115669.26,142043.38,-26374.13,-18.57,0.8143,15.36,4.45,3461.44,11.24,4.6,25102.44,0
2017,Vijayapura,Foxtail Millet,221960.8,193633.08,28327.72,14.63,1.1463,-4.66,0.54,4483.0,-17.66,16.09,29472.22,1
2017,Vijayapura,Kodo Millet,191393.65,226643.18,-35249.53,-15.55,0.8445,9.58,4.52,3582.74,-15.81,7.94,29187.92,0
2017,Vijayapura,Barnyard Millet,261320.02,217267.63,44052.38,20.28,1.2028,-6.36,1.39,4134.95,-15.26,-4.28,14360.85,2
2017,Vijayapura,Little Millet,154878.5,186791.57,-31913.07,-17.08,0.8292,1.97,0.8,3088.84,12.77,7.99,38555.68,0
2017,Vijayapura,Proso Millet,95811.87,76386.43,19425.44,25.43,1.2543,13.07,5.87,4117.33,8.94,13.97,15752.54,2
2017,Dharwad,Pearl Millet,221360.93,242207.22,-20846.29,-8.61,0.9139,-5.32,6.6,3969.94,-19.55,8.14,19277.7,0
2017,Dharwad,Finger Millet,171224.76,157553.58,13671.18,8.68,1.0868,17.5,-2.95,1963.66,-12.26,-3.41,44955.78,1
2017,Dharwad,Sorghum,203357.09,237055.0,-33697.92,-14.22,0.8578,6.72,5.64,3153.34,6.47,-6.01,23564.08,0
2017,Dharwad,Foxtail Millet,69100.08,80116.18,-11016.1,-13.75,0.8625,17.86,4.59,2434.72,-7.31,18.6,44596.59,0
2017,Dharwad,Kodo Millet,199412.16,225693.64,-26281.48,-11.64,0.8836,1.58,9.2,1586.28,8.51,-2.22,42983.95,0
2017,Dharwad,Barnyard Millet,85589.83,73888.61,11701.22,15.84,1.1584,-4.49,-2.4,1735.81,4.18,17.44,4809.03,2
2017,Dharwad,Little Millet,243673.08,275025.76,-31352.69,-11.4,0.886,-6.81,-2.84,3879.17,-2.03,-7.93,6827.19,0
2017,Dharwad,Proso Millet,113253.12,88691.2,24561.92,27.69,1.2769,10.69,10.09,3847.11,12.2,-2.81,45157.57,2
2017,Anantapur,Pearl Millet,96195.46,89054.56,7140.89,8.02,1.0802,-5.46,11.92,4325.53,13.21,2.17,8867.31,1
2017,Anantapur,Finger Millet,175158.6,195175.21,-20016.61,-10.26,0.8974,-1.23,6.4,1797.32,0.23,-9.51,11632.91,0
2017,Anantapur,Sorghum,97886.88,87210.2,10676.68,12.24,1.1224,17.25,5.74,4420.74,-16.55,-2.51,25705.57,1
2017,Anantapur,Foxtail Millet,226939.02,211786.65,15152.38,7.15,1.0715,8.5,3.79,4373.24,-13.67,2.42,19601.14,1
2017,Anantapur,Kodo Millet,103568.5,89460.1,14108.4,15.77,1.1577,-4.84,14.69,1870.85,-16.14,-5.24,38351.41,2
2017,Anantapur,Barnyard Millet,226182.73,232643.88,-6461.15,-2.78,0.9722,-6.86,1.56,1847.17,-10.07,11.01,16288.34,0
2017,Anantapur,Little Millet,294044.76,285805.02,8239.74,2.88,1.0288,7.51,0.81,4066.1,-13.39,-7.56,42211.86,0
2017,Anantapur,Proso Millet,168919.2,184048.54,-15129.34,-8.22,0.9178,-2.98,14.97,2974.95,-16.32,5.33,33268.86,0
2017,Kurnool,Pearl Millet,71251.48,58546.18,12705.29,21.7,1.217,3.22,6.81,1805.17,12.39,24.22,4170.81,2
2017,Kurnool,Finger Millet,293801.87,270096.71,23705.16,8.78,1.0878,8.66,14.81,1868.29,9.33,15.38,14647.4,1
2017,Kurnool,Sorghum,228373.45,237727.47,-9354.02,-3.93,0.9607,-0.36,10.79,3431.49,-5.99,6.65,30555.11,0
2017,Kurnool,Foxtail Millet,151110.9,149942.27,1168.63,0.78,1.0078,-0.19,10.36,1824.11,-11.23,7.4,31790.18,0
2017,Kurnool,Kodo Millet,83652.1,66905.09,16747.01,25.03,1.2503,-6.52,-3.64,3534.32,14.02,3.39,34281.01,2
2017,Kurnool,Barnyard Millet,88184.16,93561.93,-5377.77,-5.75,0.9425,-5.3,-3.47,3754.83,6.87,17.75,10894.66,0
2017,Kurnool,Little Millet,215523.31,214472.67,1050.64,0.49,1.0049,-0.67,1.87,4079.02,-0.87,23.34,2548.33,0
2017,Kurnool,Proso Millet,157601.6,190299.14,-32697.54,-17.18,0.8282,2.74,1.29,2629.01,-3.91,-8.85,28276.66,0
2017,Kadapa,Pearl Millet,265090.18,238984.7,26105.47,10.92,1.1092,11.77,4.83,1903.46,5.05,7.06,6359.72,1
2017,Kadapa,Finger Millet,218756.15,236265.23,-17509.09,-7.41,0.9259,11.19,6.44,2927.73,9.9,7.73,20177.86,0
2017,Kadapa,Sorghum,173672.78,214561.5,-40888.72,-19.06,0.8094,9.27,2.06,4433.35,-8.78,-9.01,3210.8,0
2017,Kadapa,Foxtail Millet,259233.54,239645.44,19588.1,8.17,1.0817,12.78,-4.46,4174.03,-8.06,-6.59,17912.01,1
2017,Kadapa,Kodo Millet,139341.52,128979.34,10362.18,8.03,1.0803,10.51,-0.05,3444.25,0.74,21.86,4209.51,1
2017,Kadapa,Barnyard Millet,126228.11,115978.03,10250.09,8.84,1.0884,-7.45,1.52,2882.73,10.22,9.88,45169.08,1
2017,Kadapa,Little Millet,116654.72,128084.46,-11429.74,-8.92,0.9108,8.46,14.72,2633.21,-6.34,10.04,40608.0,0
2017,Kadapa,Proso Millet,75014.17,81582.09,-6567.91,-8.05,0.9195,1.41,5.06,3794.71,-8.12,11.52,18803.38,0
2017,Prakasam,Pearl Millet,158997.78,158755.45,242.34,0.15,1.0015,15.73,10.74,4021.14,-1.25,0.06,3329.04,0
2017,Prakasam,Finger Millet,299056.92,284407.22,14649.7,5.15,1.0515,-1.68,9.86,1775.87,9.55,-6.68,17505.06,1
2017,Prakasam,Sorghum,66817.44,76879.67,-10062.23,-13.09,0.8691,5.31,-0.81,3886.96,2.8,0.56,40402.21,0
2017,Prakasam,Foxtail Millet,158227.62,161388.03,-3160.41,-1.96,0.9804,-2.4,3.05,3374.89,-4.14,16.72,9849.44,0
2017,Prakasam,Kodo Millet,54650.83,60206.95,-5556.12,-9.23,0.9077,16.16,6.54,2138.86,13.67,15.98,23897.47,0
2017,Prakasam,Barnyard Millet,284290.73,288941.63,-4650.9,-1.61,0.9839,9.2,10.38,2801.17,-0.19,11.94,26591.21,0
2017,Prakasam,Little Millet,141068.67,116222.5,24846.16,21.38,1.2138,-3.79,8.71,2400.83,-4.76,1.15,41680.5,2
2017,Prakasam,Proso Millet,66106.88,56308.46,9798.43,17.4,1.174,3.55,11.47,3438.13,-11.02,11.04,20887.43,2
2017,Guntur,Pearl Millet,78389.64,66314.35,12075.3,18.21,1.1821,-1.12,11.54,2892.48,-0.41,5.26,32699.18,2
2017,Guntur,Finger Millet,59250.93,49159.27,10091.66,20.53,1.2053,-4.18,0.17,3910.61,3.05,-3.84,42773.53,2
2017,Guntur,Sorghum,290946.72,288887.11,2059.62,0.71,1.0071,-7.44,12.19,1751.79,1.06,20.35,45128.17,0
2017,Guntur,Foxtail Millet,151751.71,141389.67,10362.04,7.33,1.0733,10.41,-3.19,4329.49,5.35,-5.08,6484.69,1
2017,Guntur,Kodo Millet,233620.1,284191.31,-50571.21,-17.79,0.8221,6.61,11.58,4349.02,12.6,-1.19,44343.68,0
2017,Guntur,Barnyard Millet,109519.21,88835.24,20683.97,23.28,1.2328,14.59,1.59,3252.98,-6.35,16.19,12560.97,2
2017,Guntur,Little Millet,155717.25,128021.22,27696.03,21.63,1.2163,-3.1,14.4,2818.43,-11.1,10.63,25027.57,2
2017,Guntur,Proso Millet,143676.25,175910.79,-32234.55,-18.32,0.8168,0.86,3.48,3548.22,13.72,20.78,46911.64,0
2017,Nizamabad,Pearl Millet,140749.5,155927.31,-15177.81,-9.73,0.9027,15.0,-4.58,4400.42,1.2,19.45,33448.95,0
2017,Nizamabad,Finger Millet,285212.07,312404.54,-27192.47,-8.7,0.913,14.09,-0.21,3158.18,-9.18,23.55,18779.9,0
2017,Nizamabad,Sorghum,253062.57,205240.55,47822.02,23.3,1.233,16.27,12.15,2665.41,11.84,3.75,48921.65,2
2017,Nizamabad,Foxtail Millet,113883.42,90551.57,23331.85,25.77,1.2577,15.04,-0.29,2131.16,11.16,22.06,31936.28,2
2017,Nizamabad,Kodo Millet,269866.81,305859.07,-35992.26,-11.77,0.8823,3.38,-4.32,4099.33,8.81,22.92,24083.47,0
2017,Nizamabad,Barnyard Millet,153240.33,179380.33,-26140.0,-14.57,0.8543,12.09,12.54,3960.72,8.85,14.45,25810.39,0
2017,Nizamabad,Little Millet,137964.09,145008.25,-7044.17,-4.86,0.9514,14.78,9.76,2859.79,-19.04,-8.18,32438.03,0
2017,Nizamabad,Proso Millet,207539.09,237738.03,-30198.94,-12.7,0.873,-4.19,3.01,3384.89,-9.02,-7.12,8733.3,0
2017,Adilabad,Pearl Millet,179091.47,221147.93,-42056.46,-19.02,0.8098,15.26,10.26,4040.88,4.0,17.74,16650.56,0
2017,Adilabad,Finger Millet,169591.37,189532.95,-19941.58,-10.52,0.8948,-0.7,8.75,3980.31,7.98,-3.05,21310.32,0
2017,Adilabad,Sorghum,95472.31,113439.73,-17967.41,-15.84,0.8416,18.45,12.69,2173.46,13.18,22.31,32708.23,0
2017,Adilabad,Foxtail Millet,206656.84,248695.47,-42038.63,-16.9,0.831,19.28,-1.03,3603.78,-14.09,4.04,22016.27,0
2017,Adilabad,Kodo Millet,115039.44,91402.36,23637.08,25.86,1.2586,2.3,13.94,1852.05,5.15,5.23,46079.46,2
2017,Adilabad,Barnyard Millet,163426.97,177613.25,-14186.28,-7.99,0.9201,-4.68,9.27,2071.63,10.17,17.37,15110.14,0
2017,Adilabad,Little Millet,173542.04,141454.06,32087.98,22.68,1.2268,15.98,7.0,4485.62,-10.1,13.7,21498.22,2
2017,Adilabad,Proso Millet,152131.03,125199.49,26931.54,21.51,1.2151,0.13,0.24,3353.04,11.76,2.94,34529.09,2
2017,Karimnagar,Pearl Millet,164541.03,124254.82,40286.21,32.42,1.3242,-4.27,1.46,3579.07,4.04,14.97,35714.21,2
2017,Karimnagar,Finger Millet,234026.03,205501.25,28524.78,13.88,1.1388,-5.33,-3.82,2498.59,-11.78,21.79,49840.23,1
2017,Karimnagar,Sorghum,284830.49,351368.29,-66537.8,-18.94,0.8106,8.75,9.96,1636.54,-11.12,11.69,15822.86,0
2017,Karimnagar,Foxtail Millet,148674.2,139077.37,9596.83,6.9,1.069,19.11,6.19,3241.46,-10.89,7.63,46586.02,1
2017,Karimnagar,Kodo Millet,269474.19,219880.1,49594.09,22.56,1.2256,0.88,5.61,1925.39,-15.91,-8.45,7265.7,2
2017,Karimnagar,Barnyard Millet,267919.89,312770.22,-44850.33,-14.34,0.8566,12.94,13.52,2348.78,10.69,11.45,38316.63,0
2017,Karimnagar,Little Millet,115939.49,105099.74,10839.74,10.31,1.1031,16.99,1.31,4483.7,6.73,-4.71,42798.65,1
2017,Karimnagar,Proso Millet,214354.87,246317.34,-31962.47,-12.98,0.8702,-6.51,-2.03,2189.58,-18.74,-0.89,35592.18,0
2017,Warangal,Pearl Millet,159107.47,198502.61,-39395.15,-19.85,0.8015,17.96,-4.18,2569.56,4.82,6.98,25156.44,0
2017,Warangal,Finger Millet,261459.59,309421.64,-47962.06,-15.5,0.845,-4.54,-3.13,4104.52,-13.68,-4.11,25928.15,0
2017,Warangal,Sorghum,118197.89,141299.34,-23101.45,-16.35,0.8365,8.4,6.67,4414.88,-1.59,9.98,21404.53,0
2017,Warangal,Foxtail Millet,69208.87,78491.62,-9282.76,-11.83,0.8817,10.95,12.75,1577.89,3.85,13.82,20314.32,0
2017,Warangal,Kodo Millet,197584.62,242161.68,-44577.05,-18.41,0.8159,15.44,-1.92,1743.19,9.07,13.08,23248.72,0
2017,Warangal,Barnyard Millet,288800.38,302403.5,-13603.11,-4.5,0.955,-7.84,14.4,3468.52,13.28,1.37,36845.72,0
2017,Warangal,Little Millet,233579.89,286999.94,-53420.05,-18.61,0.8139,7.94,-0.77,1646.05,2.53,1.31,3721.22,0
2017,Warangal,Proso Millet,67681.02,82973.56,-15292.53,-18.43,0.8157,2.68,2.98,2034.03,13.78,20.29,5370.23,0
2017,Nalgonda,Pearl Millet,263086.46,218748.59,44337.87,20.27,1.2027,13.83,0.7,3757.68,2.89,-5.78,25051.41,2
2017,Nalgonda,Finger Millet,158089.6,182305.23,-24215.63,-13.28,0.8672,0.68,8.7,1893.86,3.29,19.12,26120.01,0
2017,Nalgonda,Sorghum,172405.76,205629.47,-33223.71,-16.16,0.8384,5.34,6.26,2769.21,6.48,18.38,31079.52,0
2017,Nalgonda,Foxtail Millet,158526.48,152662.36,5864.12,3.84,1.0384,-6.87,1.83,2890.57,-12.15,14.02,8598.42,0
2017,Nalgonda,Kodo Millet,173830.56,185091.27,-11260.71,-6.08,0.9392,6.69,0.81,2812.07,11.75,6.72,8281.72,0
2017,Nalgonda,Barnyard Millet,81947.44,98455.9,-16508.46,-16.77,0.8323,15.56,5.46,2386.44,-18.33,-7.32,3209.65,0
2017,Nalgonda,Little Millet,76908.04,74020.67,2887.38,3.9,1.039,-5.35,8.22,3205.43,-11.13,-1.08,5006.71,0
2017,Nalgonda,Proso Millet,175861.14,141914.27,33946.87,23.92,1.2392,10.52,-1.41,2046.62,-6.25,-7.08,43961.01,2
2017,Villupuram,Pearl Millet,124411.88,129836.76,-5424.88,-4.18,0.9582,4.74,8.41,3371.43,-10.72,23.84,43695.9,0
2017,Villupuram,Finger Millet,96797.93,81556.49,15241.44,18.69,1.1869,12.92,7.08,4114.85,-16.28,8.7,1286.51,2
2017,Villupuram,Sorghum,79169.57,66175.28,12994.28,19.64,1.1964,5.36,8.84,4106.34,13.8,11.07,24849.4,2
2017,Villupuram,Foxtail Millet,204624.84,253112.94,-48488.1,-19.16,0.8084,2.1,8.48,3570.88,-6.18,0.59,7129.39,0
2017,Villupuram,Kodo Millet,53468.98,43093.66,10375.32,24.08,1.2408,-7.56,14.41,4077.04,-12.68,12.7,32837.25,2
2017,Villupuram,Barnyard Millet,158947.12,168965.49,-10018.37,-5.93,0.9407,14.12,-1.18,2402.75,-3.78,6.59,2069.02,0
2017,Villupuram,Little Millet,91526.37,75620.11,15906.27,21.03,1.2103,11.67,14.28,2914.47,10.09,10.48,10865.58,2
2017,Villupuram,Proso Millet,192357.62,224465.81,-32108.19,-14.3,0.857,-6.57,-4.84,3391.23,4.96,24.28,42582.2,0
2017,Tiruvannamalai,Pearl Millet,234269.58,245495.72,-11226.15,-4.57,0.9543,7.52,0.82,2962.49,-2.99,10.69,30963.27,0
2017,Tiruvannamalai,Finger Millet,219666.98,254450.06,-34783.08,-13.67,0.8633,5.66,9.29,3084.93,-5.23,1.05,4112.02,0
2017,Tiruvannamalai,Sorghum,273219.3,261899.48,11319.82,4.32,1.0432,5.25,4.9,4316.89,-7.86,14.41,2019.54,0
2017,Tiruvannamalai,Foxtail Millet,122002.7,103226.56,18776.14,18.19,1.1819,1.63,-0.36,2159.11,11.82,1.87,30502.91,2
2017,Tiruvannamalai,Kodo Millet,260616.78,281069.75,-20452.96,-7.28,0.9272,-4.33,0.87,3634.16,13.59,19.16,33982.26,0
2017,Tiruvannamalai,Barnyard Millet,233646.16,268222.6,-34576.44,-12.89,0.8711,14.39,11.89,3365.53,-10.11,16.22,33685.77,0
2017,Tiruvannamalai,Little Millet,82274.14,69911.8,12362.34,17.68,1.1768,8.96,-2.98,2747.95,14.78,0.63,11262.21,2
2017,Tiruvannamalai,Proso Millet,61762.33,46881.64,14880.69,31.74,1.3174,16.67,2.14,1975.82,8.98,21.31,2566.53,2
2017,Salem,Pearl Millet,65916.4,63629.77,2286.62,3.59,1.0359,9.29,-2.59,2172.29,-10.98,1.91,18406.81,0
2017,Salem,Finger Millet,61669.09,73315.72,-11646.63,-15.89,0.8411,-0.51,-1.98,3570.41,-1.96,13.43,35613.84,0
2017,Salem,Sorghum,281658.02,272902.22,8755.8,3.21,1.0321,4.8,11.83,1832.79,-16.29,11.37,39325.66,0
2017,Salem,Foxtail Millet,286845.87,333259.0,-46413.13,-13.93,0.8607,-6.82,-2.89,3389.78,10.48,21.88,8694.59,0
2017,Salem,Kodo Millet,123030.75,119433.2,3597.55,3.01,1.0301,6.17,9.65,1797.88,2.65,1.71,7750.85,0
2017,Salem,Barnyard Millet,262148.77,254167.45,7981.32,3.14,1.0314,3.64,10.38,2235.95,8.32,1.95,25746.11,0
2017,Salem,Little Millet,71308.47,66760.28,4548.18,6.81,1.0681,13.14,2.21,3494.99,-14.69,16.37,21664.39,1
2017,Salem,Proso Millet,107045.5,123196.99,-16151.49,-13.11,0.8689,3.58,3.19,2876.26,9.83,17.81,18726.94,0
2017,Dharmapuri,Pearl Millet,57440.73,47261.78,10178.95,21.54,1.2154,-7.72,11.12,4330.93,-17.03,1.02,49115.3,2
2017,Dharmapuri,Finger Millet,91081.17,71110.18,19970.99,28.08,1.2808,13.26,8.2,3424.4,11.59,-7.98,31948.77,2
2017,Dharmapuri,Sorghum,228342.38,246651.06,-18308.68,-7.42,0.9258,6.55,0.91,2706.01,3.83,9.38,15911.83,0
2017,Dharmapuri,Foxtail Millet,235674.38,283896.99,-48222.61,-16.99,0.8301,-7.78,0.6,3083.38,12.22,14.51,22863.26,0
2017,Dharmapuri,Kodo Millet,101283.39,103533.16,-2249.77,-2.17,0.9783,14.07,8.04,3592.41,11.07,17.35,20820.78,0
2017,Dharmapuri,Barnyard Millet,99323.94,89467.6,9856.34,11.02,1.1102,-6.96,1.69,3675.3,5.9,-5.59,49604.27,1
2017,Dharmapuri,Little Millet,120981.96,96351.22,24630.74,25.56,1.2556,7.45,5.43,3771.14,-14.4,-9.02,40033.34,2
2017,Dharmapuri,Proso Millet,198125.9,172502.26,25623.64,14.85,1.1485,13.68,9.53,4460.86,-16.13,-7.9,19275.96,1
2017,Namakkal,Pearl Millet,206747.38,191703.76,15043.63,7.85,1.0785,-6.66,8.02,1874.25,-9.57,15.79,23204.21,1
2017,Namakkal,Finger Millet,295737.64,340894.94,-45157.3,-13.25,0.8675,19.69,6.31,4183.02,1.97,8.67,30181.9,0
2017,Namakkal,Sorghum,137584.28,122762.02,14822.26,12.07,1.1207,13.97,9.3,3517.3,5.0,8.19,13134.03,1
2017,Namakkal,Foxtail Millet,131961.74,137396.52,-5434.78,-3.96,0.9604,15.04,2.23,1793.96,4.91,19.0,5015.41,0
2017,Namakkal,Kodo Millet,65548.42,78281.5,-12733.08,-16.27,0.8373,5.34,3.92,2607.88,-1.58,10.59,26428.3,0
2017,Namakkal,Barnyard Millet,148695.62,131126.76,17568.86,13.4,1.134,5.97,3.47,2820.24,12.59,7.13,48690.35,1
2017,Namakkal,Little Millet,255952.96,210437.63,45515.32,21.63,1.2163,-4.44,9.22,1888.16,4.66,20.21,6784.85,2
2017,Namakkal,Proso Millet,103160.63,101786.31,1374.33,1.35,1.0135,12.9,13.88,2608.0,13.31,11.06,21022.37,0
2017,Shivpuri,Pearl Millet,80216.61,83094.97,-2878.36,-3.46,0.9654,-6.87,-1.93,2614.4,14.69,0.61,24810.35,0
